url,codigo,nome,nome_ingles,nome_cientifico,grupo,marca,Energia (kJ),Energia (kcal),Umidade (g),Carboidrato total (g),Carboidrato disponível (g),Proteína (g),Lipídios (g),Fibra alimentar (g),Álcool (g),Cinzas (g),Colesterol (mg),Ácidos graxos saturados (g),Ácidos graxos monoinsaturados (g),Ácidos graxos poliinsaturados (g),Ácidos graxos trans (g),Cálcio (mg),Ferro (mg),Sódio (mg),Magnésio (mg),Fósforo (mg),Potássio (mg),Zinco (mg),Cobre (mg),Selênio (mcg),Vitamina A (RE) (mcg),Vitamina A (RAE) (mcg),Vitamina D (mcg),Alfa-tocoferol (Vitamina E) (mg),Tiamina (mg),Riboflavina (mg),Niacina (mg),Vitamina B6 (mg),Vitamina B12 (mcg),Vitamina C (mg),Equivalente de folato (mcg),Sal de adição (g),Açúcar de adição (g),Colesterol (g),Gordura de adição (g),Proteína animal (g),Proteína vegetal (g)
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0528E,C0528E,"Peixe, água doce, Tambaqui, frito (c/ óleo de soja), c/ sal (média de cortes e amostras)","Fish, freshwater, Tambaqui, grilled, without oil, with salt (average of cuts and samples)",Colossoma macropomum ,Pescados e frutos do mar,,527,125,"70,1","0,00","0,00","26,3","2,17","0,00","0,00","1,44",,"0,43","0,40","0,38",NA,"13,0","0,86",312,"32,8",235,283,"1,50","0,08",NA,"7,49","7,49","0,12","0,09","0,04","0,18","11,6","0,81","0,66","0,00","8,21","0,00","0,45","83,7",,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0525E,C0525E,"Peixe, água doce, Tambaqui, frito (c/ óleo de soja), s/ sal (média de cortes e amostras)","Fish, freshwater, Tambaqui, fried (with soy oil), without salt (average of cuts and samples)",Colossoma macropomum ,Pescados e frutos do mar,,674,161,"67,7","0,00","0,00","24,4","7,02","0,00","0,00","0,92",,"1,19","1,54","3,34",NA,"12,0","0,68",104,"27,4",196,263,"1,39","0,09",NA,"6,54","6,54","0,11","0,15","0,03","0,15","9,71","0,70","0,62","0,00","7,61","0,00","0,00","77,6",,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0527E,C0527E,"Peixe, água doce, Tambaqui, grelhado, s/ óleo, s/ sal (média de cortes e amostras)","Fish, freshwater, Tambaqui, grilled, without oil, without salt (average of cuts and samples)",Colossoma macropomum ,Pescados e frutos do mar,,529,125,"70,4","0,00","0,00","26,4","2,18","0,00","0,00","1,00",,"0,43","0,40","0,38",NA,"13,0","0,86",133,"33,0",236,285,"1,51","0,08",NA,"7,53","7,53","0,13","0,09","0,04","0,18","11,7","0,81","0,67","0,00","8,25","0,00","0,00","84,1",,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0099E,C0099E,"Peixe, água doce, Tilápia, filé s/ pele, cozido, s/ óleo, c/ sal","Fish, freshwater, Nile Tilapia, filet without skin, cooked, without oil, with salt",Oreochromis niloticus ,Pescados e Frutos do mar,,471,112,"72,6","0,00","0,00","23,1","2,12","0,00","0,00","1,44","81,5","1,04","0,70","0,70","0,02","26,1","0,37","76,9","34,9",228,391,"0,60","0,13","29,9",tr,tr,"1,36","0,57",tr,"0,07","1,16",tr,"4,37","0,84","11,8","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0098E,C0098E,"Peixe, água doce, Tilápia, filé s/ pele, cozido, s/ óleo, s/ sal","Fish, freshwater, Nile Tilapia, filet without skin, cooked, without oil, unsalted",Oreochromis niloticus ,Pescados e Frutos do mar,,454,108,"74,1","0,00","0,00","22,2","2,07","0,00","0,00","1,45","60,9","0,07","0,61","0,44",tr,"11,7","0,65",240,"31,3",197,350,"0,38","0,09","48,5","0,00","0,00","3,40","0,49","0,04","0,07","4,30","0,16","1,65","0,00","23,6","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0487E,C0487E,"Peixe, água doce, Tilápia, filé s/ pele, grelhado, c/ óleo de soja, c/ sal","Fish, freshwater, saint peter, fillet without skin, grilled, with soy oil, with salt", ,Pescados e frutos do mar,,477,114,"76,2","0,00","0,00","17,9","4,67","0,00","0,00","1,26","49,0","0,53","1,19","2,14","0,02","9,44","0,53",228,"25,2",158,281,"0,31","0,08","39,0","0,00","0,00","3,04","0,44","0,04","0,06","3,64","0,15","1,47","0,00","22,4","0,00","0,45",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0488E,C0488E,"Peixe, água doce, Tilápia, filé s/ pele, grelhado, c/ óleo de soja, s/ sal","Fish, freshwater, saint peter, fillet without skin, grilled, with soy oil, without salt", ,Pescados e frutos do mar,,478,114,"76,5","0,00","0,00","18,0","4,67","0,00","0,00","0,81","49,3","0,53","1,19","2,15","0,02","9,37","0,53","48,7","25,3",159,283,"0,31","0,08","39,2","0,00","0,00","3,05","0,44","0,04","0,06","3,66","0,15","1,48","0,00","22,5","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0486E,C0486E,"Peixe, água doce, Tilápia, filé s/ pele, grelhado, s/ óleo, s/ sal","Fish, freshwater, saint peter, fillet without skin, grilled, without oil, without salt", ,Pescados e frutos do mar,,379,90,"78,8","0,00","0,00","18,5","1,73","0,00","0,00","0,84","50,8","0,06","0,51","0,37",NA,"9,66","0,54","50,3","26,1",164,291,"0,32","0,07","40,4","0,00","0,00","3,15","0,41","0,04","0,06","3,77","0,16","1,53","0,00","23,2","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0031E,C0031E,"Peixe, água doce, tilápia, filé, cru","Fish, freshwater, saint peter, fillet, fresh",Oreochromis niloticus ,Pescados e Frutos do mar,,393,93,"78,2","0,00","0,00","18,1","2,30","0,00","0,00","1,38","67,7","0,79","0,67","0,49",NA,"10,00","0,56","52,0","27,0",170,302,"0,33","0,07",NA,NA,"0,00","4,20","0,54","0,04","0,06","3,90","0,16","1,58","0,00","24,0","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0532E,C0532E,"Peixe, água doce, Tucunaré, a milanesa, s/ sal","Fish, freshwater, Peacock cichlid, breaded, without salt",Cichla ocellaris ,Pescados e frutos do mar,,1021,243,"50,3","15,3","14,6","22,5","10,4","0,71","0,00","1,48",,"2,13","2,57","5,10","0,06","28,3","1,65",106,"35,3",213,337,"1,20","0,17","31,3","15,8","15,7","1,45","1,20","0,06","0,11","1,17","0,01","3,71","0,66","45,0",NA,NA,"82,7",,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0531E,C0531E,"Peixe, água doce, Tucunaré, cozido, c/ óleo de soja, c/ sal","Fish, freshwater, Peacock cichlid, boiled, with soy oil, with salt",Cichla ocellaris ,Pescados e frutos do mar,,580,138,"69,2","0,00","0,00","22,0","5,57","0,00","0,00","2,58",,"1,55","1,49","2,78","0,03","25,2","0,35",559,"33,2",217,373,"0,57","0,14","28,5",tr,tr,"1,30","0,60",tr,"0,06","1,11",tr,"4,16","0,80","11,3","0,00","0,45","77,6",,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0533E,C0533E,"Peixe, água doce, Tucunaré, ensopado (c/ tomate e pimentão), c/ óleo de soja, cebola e alho, c/ sal","Fish, freshwater, Peacock cichlid, stewed (with tomato and bell pepper), with soy oil, onion and garlic, with salt",Cichla ocellaris ,Pescados e frutos do mar,,432,102,"74,6","1,31","1,01","18,6","2,57","0,29","0,00","2,36",,"0,96","0,75","1,08","0,02","25,3","0,44",521,"29,8",188,357,"0,53","0,12","23,8","7,91","6,35","1,08","0,69","0,01","0,06","0,98","0,02","3,47","9,33","13,1","0,00","0,45","64,7",,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0530E,C0530E,"Peixe, água doce, Tucunaré, filé, assado, s/ óleo, c/ sal","Fish, freshwater, Peacock cichlid, roasted, without oil, with salt",Cichla ocellaris ,Pescados e frutos do mar,,938,222,"69,0","0,77","0,77","25,8","2,37","0,00","0,00","2,05",,"0,81","0,54","0,54","0,01","25,9","0,31",244,"31,0",203,329,"1,10","0,12","33,6",tr,tr,"1,52","0,63",tr,"0,07","1,23",tr,"4,87","0,88","16,1","0,00","0,45","63,0",,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0529E,C0529E,"Peixe, água doce, Tucunaré, filé, assado, s/ óleo, s/ sal","Fish, freshwater, Peacock cichlid, roasted, without oil, without salt",Cichla ocellaris ,Pescados e frutos do mar,,942,223,"69,3","0,77","0,77","25,9","2,38","0,00","0,00","1,61",,"0,81","0,54","0,54","0,01","25,9","0,31","64,9","31,2",203,330,"1,11","0,12","33,8",tr,tr,"1,53","0,63",tr,"0,07","1,24",tr,"4,90","0,89","16,2","0,00","0,00","63,3",,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0101E,C0101E,"Peixe, água doce, Tucunaré, filé, congelado, cozido, s/ óleo, c/ sal","Fish, freshwater, Tucunare, filet, frozen, cooked, wirthout oil, with salt",Cichla monoculus ,Pescados e Frutos do mar,,550,131,"72,6","0,00","0,00","21,7","4,90","0,00","0,00","1,43","84,5","2,03","1,60","0,50","0,04",124,"0,45","56,7","31,4",256,361,"0,83","0,06","34,4","1,48","1,48","1,55","0,66","0,01","0,04","3,43","0,03","3,73","0,60","14,0","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0100E,C0100E,"Peixe, água doce, Tucunaré, filé, congelado, cozido, s/ óleo, s/ sal","Fish, freshwater, Tucunare, filet, frozen, cooked, wirthout oil, unsalted",Cichla monoculus ,Pescados e Frutos do mar,,469,111,"72,3","0,00","0,00","23,0","2,11","0,00","0,00","1,88","81,1","1,04","0,69","0,69","0,02","26,1","0,37",256,"34,7",227,390,"0,60","0,13","29,8",tr,tr,"1,36","0,57",tr,"0,07","1,16",tr,"4,35","0,83","11,8","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0480E,C0480E,"Peixe, água doce, Tucunaré, filé, congelado, frito (c/ óleo de soja), c/ sal","Fish, freshwater, Peacock cichlid, fillet, frozen, fried (with soy oil), with salt",Cichla ocellaris spp.,Pescados e Frutos do mar,,1044,251,"57,3","0,00","0,00","24,0","17,2","0,00","0,00","1,49","84,6","3,45","4,23","9,67","0,09","23,0","0,33","71,8","32,6",201,406,"0,59","0,18","31,1",tr,tr,"1,41","0,84","0,00","0,06","1,14",tr,"4,53","0,82","14,5","0,50","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0032E,C0032E,"Peixe, água doce, tucunaré, filé, cru","Fish, freshwater, Peacock cichlid, fillet, fresh",Cichla ocellaris spp.,Pescados e Frutos do mar,,401,95,"77,3","0,57","0,57","19,2","1,76","0,00","0,00","1,19","46,9","0,60","0,40","0,40","0,01","19,2","0,27","56,6","25,6",167,288,"0,82","0,10","25,0",tr,tr,"1,26","0,47",tr,"0,06","1,02",tr,"4,03","0,82","12,0","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0536E,C0536E,"Peixe, água doce, Tucunaré, filé, grelhado, s/ óleo, s/ sal","Fish, freshwater, Peacock cichlid, grilled, without oil, without salt",Cichla ocellaris ,Pescados e frutos do mar,,521,123,"70,5","0,74","0,74","24,9","2,29","0,00","0,00","1,55",,"0,78","0,52","0,52","0,01","25,0","0,30","62,5","30,0",196,318,"1,07","0,12","32,5",tr,tr,"1,47","0,61","0,00","0,07","1,19",tr,"4,72","0,85","15,6","0,00","0,00","61,0",,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0033E,C0033E,"Peixe, água doce, tucunaré, inteiro, cru","Fish, freshwater, Peacock cichlid, whole, fresh",Cichla ocellaris spp.,Pescados e Frutos do mar,,559,133,"69,2","1,85","1,85","22,0","4,15","0,00","0,00","2,80",159,"1,70","1,16","1,16","0,03","29,4","0,41","86,6","39,3",257,441,"1,50","0,15",NA,tr,tr,NA,NA,tr,"0,08","1,38",tr,NA,NA,NA,"0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0534E,C0534E,"Peixe, água doce, Tucunaré, refogado (c/ óleo de soja, cebola e alho), c/ sal","Fish, freshwater, Peacock cichlid, braised (with soy oil, onion and garlic), with salt",Cichla ocellaris ,Pescados e frutos do mar,,498,118,"72,2","0,68","0,56","21,9","3,10","0,12","0,00","2,15",,"1,15","0,91","1,31","0,02","25,6","0,37",376,"33,6",218,383,"0,58","0,13","28,2",tr,tr,"1,28","0,68",tr,"0,06","1,10","0,01","4,12","1,20","11,8","0,00","0,45","76,8",,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0430E,C0430E,"Peixe, água salgada, abadejo, filé, à milanesa (farinha de rosca e ovo), frito (c/ óleo de soja), s/ sal","Fish, saltwater, king, fillet, breaded (egg and breadcrumbs) fried (with soy oil), unsalted",Genypterus blacodes ,Pescados e Frutos do mar,,992,237,"53,8","15,6","14,6","17,9","11,6","0,96","0,00","1,06","70,7","2,04","2,79","6,42",NA,"22,5","1,67",157,"27,1",145,196,"0,91","0,23","34,3","0,10","0,05","0,55","0,51","0,08","0,04","4,62","0,02","1,65","0,26","34,2","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0125E,C0125E,"Peixe, água salgada, abadejo, filé, à milanesa (ovo e farinha de rosca), frito (c/ óleo de soja), c/ sal","Fish, saltwater, king, fillet, breaded (egg and breadcrumbs) fried (with soy oil), with salt",Genypterus blacodes ,Pescados e Frutos do mar,,992,237,"53,0","15,6","14,6","17,9","11,6","0,96","0,00","1,86","70,7","2,04","2,79","6,42",NA,"22,7","1,67",477,"27,1",145,196,"0,91","0,23","34,3",tr,tr,"0,55","0,51","0,08","0,04","4,62","0,02","1,65","0,26","34,2","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0122E,C0122E,"Peixe, água salgada, abadejo, filé, congelado, assado, s/ óleo, c/ sal","Fish, saltwater, king, fillet, roasted, without oil, with salt",Genypterus blacodes ,Pescados e Frutos do mar,,444,105,"74,0","0,00","0,00","23,4","1,23","0,00","0,00","2,09",102,"0,57","0,34","0,15",tr,"22,6","0,53",512,"20,2",336,154,"0,51","0,03","0,00",tr,tr,"0,00","0,00",tr,tr,"0,43",tr,"0,00","0,30","15,1","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0123E,C0123E,"Peixe, água salgada, abadejo, filé, congelado, assado, s/ óleo, s/ sal","Fish, saltwater, king, fillet, roasted, without oil, unsalted",Genypterus blacodes ,Pescados e Frutos do mar,,358,85,"78,7","0,00","0,00","19,0","0,94","0,00","0,00","1,33","86,5","0,38","0,26","0,17",NA,"16,8","0,33",362,"15,7",349,145,"0,43","0,03","29,5",tr,tr,"0,90","0,21",tr,tr,tr,tr,"1,88","0,00","9,31","9,31","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0034E,C0034E,"Peixe, água salgada, abadejo, filé, congelado, assado, s/ óleo, s/ sal","Fish, saltwater, king, fillet, frozen, roasted, without oil, unsalted", ,Pescados e Frutos do mar,,442,104,"73,8","0,00","0,00","23,3","1,24","0,00","0,00","1,65",102,"0,57","0,35","0,15",NA,"22,6","0,53",334,"20,2",337,155,"0,51","0,03",NA,tr,tr,NA,NA,tr,tr,"0,44",tr,"2,69","0,00","15,5","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0037E,C0037E,"Peixe, água salgada, abadejo, filé, congelado, cozido, s/ óleo, s/ sal","Fish, saltwater, king, fillet, frozen, cooked, without oil, unsalted", ,Pescados e Frutos do mar,,360,85,"79,1","0,00","0,00","19,1","0,94","0,00","0,00","0,89","86,9","0,38","0,26","0,17",NA,"16,7","0,33",189,"15,7",350,145,"0,44","0,03",NA,tr,tr,NA,NA,tr,tr,tr,tr,"2,16","0,00","12,4","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0035E,C0035E,"Peixe, água salgada, abadejo, filé, congelado, cru","Fish, saltwater, king, fillet, frozen, fresh", ,Pescados e Frutos do mar,,234,55,"86,0","0,00","0,00","13,0","0,36","0,00","0,00","0,63","31,4","0,10",tr,"0,10",NA,"10,2","0,11","78,5","14,5","90,5",148,"0,39","0,14",NA,tr,tr,NA,NA,"0,04",tr,"4,60",tr,"1,63","0,00","9,21","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0036E,C0036E,"Peixe, água salgada, abadejo, filé, congelado, grelhado, s/ óleo, s/ sal","Fish, saltwater, king, fillet, frozen, grilled, without oil, unsalted", ,Pescados e Frutos do mar,,513,121,"69,8","0,04","0,04","27,3","1,30","0,00","0,00","1,59",135,"0,48","0,28","0,49",NA,"20,2","0,33",305,"22,1",581,278,"0,44",tr,NA,"5,69","5,69",NA,NA,"0,03",tr,"0,44",tr,"3,11","0,00","17,9","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0418E,C0418E,"Peixe, água salgada, abadejo, filé, cozido, ao c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal","Fish, saltwater, king, fillet, cooked, with tomato sauce (tomato, with oil, onion and garlic), unsalted",Genypterus blacodes ,Pescados e Frutos do mar,,282,67,"83,8","0,87","0,36","13,0","1,40","0,51","0,00","0,95","30,3","0,26","0,24","0,72",NA,"12,1","0,20",156,"17,2","94,8",204,"0,43","0,16","21,4","27,3","13,7","0,33","0,31","0,05","0,01","4,21","0,01","1,37","4,32","10,6","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0406E,C0406E,"Peixe, água salgada, abadejo, filé, cozido, ao molho branco (farinha de trigo, manteiga e leite), s/ sal","Fish, saltwater, king, fillet, cooked, with white sauce (wheat flour, butter and milk), unsalted",Genypterus blacodes ,Pescados e Frutos do mar,,379,90,"79,9","2,79","2,74","13,7","2,68","0,05","0,00","0,92","34,0","1,12","0,57","0,67",-,"42,3","0,21",132,"17,4",114,184,"0,51","0,14","22,9","0,48","0,24","0,33","0,36","0,05","0,07","4,66","0,00","1,48","0,25","12,5","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0127E,C0127E,"Peixe, água salgada, abadejo, filé, cozido, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal","Fish, saltwater, king, fillet, cooked, with white sauce (wheat flour, butter and milk), with salt",Genypterus blacodes ,Pescados e Frutos do mar,,379,90,"79,9","2,79","2,74","13,7","2,68","0,05","0,00","0,96","34,0","1,12","0,57","0,67",NA,"42,3","0,21",150,"17,4",114,184,"0,51","0,14","22,9","0,48","0,24","0,33","0,36","0,05","0,07","4,66","0,00","1,48","0,25","12,5","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0128E,C0128E,"Peixe, água salgada, abadejo, filé, cozido, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal","Fish, saltwater, king, fillet, cooked, with tomato sauce (tomato, with oil, onion and garlic), with salt",Genypterus blacodes ,Pescados e Frutos do mar,,282,67,"83,8","0,87","0,36","13,0","1,40","0,51","0,00","0,99","30,3","0,26","0,24","0,72",NA,"12,1","0,20",174,"17,2","94,8",204,"0,43","0,16","21,4","27,3","13,7","0,33","0,31","0,05","0,01","4,21","0,01","1,37","4,32","10,6","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0124E,C0124E,"Peixe, água salgada, abadejo, filé, ensopado (c/ cebola, tomate e pimentão), c/ óleo, c/ sal","Fish, saltwater, king, fillet, stewed (with onion, tomato and bell pepper), with oil, with salt",Genypterus blacodes ,Pescados e Frutos do mar,,455,109,"78,1","0,97","0,46","14,2","5,44","0,51","0,00","1,25","33,3","0,88","1,17","3,13",NA,"13,4","0,21",263,"18,5",103,214,"0,46","0,18","23,5","20,2","10,1","0,37","0,69","0,05","0,01","4,63","0,01","1,51","9,62","11,8","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0394E,C0394E,"Peixe, água salgada, abadejo, filé, ensopado (c/ cebola, tomate e pimentão), c/ óleo, s/ sal","Fish, saltwater, king, fillet, stewed (with onion, tomato and bell pepper), with oil, unsalted",Genypterus blacodes ,Pescados e Frutos do mar,,455,109,"78,6","0,97","0,46","14,2","5,44","0,51","0,00","0,81","33,3","0,88","1,17","3,13",NA,"13,3","0,20","83,9","18,5",103,214,"0,46","0,18","23,5","20,2","10,1","0,37","0,69","0,05","0,01","4,63","0,01","1,51","9,62","11,8","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0126E,C0126E,"Peixe, água salgada, abadejo, filé, frito (c/ óleo de soja), c/ sal","Fish, saltwater, king, fillet, fried (with soy oil), with sal",Genypterus blacodes ,Pescados e Frutos do mar,,421,101,"81,4","0,00","0,00","13,1","5,36","0,00","0,00","0,67","31,4","0,86","1,17","3,10",NA,"10,2","0,09","84,7","13,0","81,5",126,"0,39","0,14","22,1","0,00","0,00","0,35","0,20","0,03","0,00","4,14","0,00","1,43","0,24","7,16","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0442E,C0442E,"Peixe, água salgada, abadejo, filé, frito (c/ óleo de soja), s/ sal","Fish, saltwater, king, fillet, fried (with soy oil), unsalted",Genypterus blacodes ,Pescados e Frutos do mar,,421,101,"81,4","0,00","0,00","13,1","5,36","0,00","0,00","0,63","31,4","0,86","1,17","3,10",NA,"10,2","0,09","66,7","13,0","81,5",126,"0,39","0,14","22,1","0,00","0,00","0,35","0,20","0,03","0,00","4,14","0,00","1,43","0,24","7,16","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0540E,C0540E,"Peixe, água salgada, anchova (aliche), em conserva (sólidos drenados)","Fish, saltwater, anchovy (aliche), canned (drained solids)",Engraulis encrasicolus ,Pescados e frutos do mar,,851,203,"50,3","0,00","0,00","28,9","9,71","0,00","0,00","11,1",,"2,20","3,77","2,56",NA,232,"4,63",3670,"69,0",252,544,"2,44","0,40","68,1","12,0","12,0","1,70","3,33","0,08","0,36","19,9","0,20","0,88","0,00","13,0","0,00",NA,"85,0",,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0463E,C0463E,"Peixe, água salgada, anchova, conserva, em óleo, drenado","Fish, anchovy, canned, in oil, drained",Pomatomus saltatrix ,Pescados e Frutos do mar,,850,203,"59,3","0,00","0,00","28,9","9,71","0,00","0,00","2,10","85,0","2,20","3,77","2,56",NA,232,"4,63",3668,"69,0",252,544,"2,44","0,34",NA,NA,"12,0","1,70","3,33","0,08","0,36","19,9","0,20","0,88","0,00","13,0",NA,NA,,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0041E,C0041E,"Peixe, água salgada, anchova, filé,  fresco","Fish, anchovy, fillet, fresh", Pomatus saltatrix,Miscelâneas,,746,179,"69,4","0,00","0,00","16,8","12,4","0,00","0,00","1,09",154,"3,29","3,04","4,20",NA,169,"3,74",119,"47,1",200,440,"1,98","0,24",NA,NA,"38,5",NA,"1,46","0,06","0,29","16,1","0,16","0,71","0,00","10,3",NA,NA,,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0084E,C0084E,"Peixe, água salgada, anchova, filé, defumado","Fish, anchovy, fillet, smoked", Pomatus saltatrix,Pescados e Frutos do mar,,942,226,"59,8","0,00","0,00","22,3","15,2","0,00","0,00","2,45",188,"4,03","3,71","5,14",NA,221,"4,91",157,"61,9",262,578,"2,60","0,32",NA,NA,"47,1",NA,"1,79","0,08","0,39","21,2","0,22","0,94","0,00","13,6",NA,NA,,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0431E,C0431E,"Peixe, água salgada, atum, à milanesa (farinha de rosca e ovo), frito (c/ óleo de soja), s/ sal","Fish, saltwater, tuna, fresh, breaded (egg and breadcrumbs) fried (with soy oil), unsalted",Thunnus thynnus ,Pescados e Frutos do mar,,1240,296,"39,1","15,1","14,1","31,8","12,2","0,96","0,00","1,81","88,8","2,48","3,01","6,31","0,06","19,3","2,76",112,"44,6",307,345,"0,92","0,18","43,9","34,4","34,4","1,17","0,61","0,05","0,08","5,95","0,02","7,97","0,00","36,0","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0134E,C0134E,"Peixe, água salgada, atum, à milanesa (ovo e farinha de rosca), frito (c/ óleo de soja), c/ sal","Fish, saltwater, tuna, fresh, breaded (egg and breadcrumbs) fried (with soy oil), with salt",Thunnus thynnus ,Pescados e Frutos do mar,,1240,296,"38,3","15,1","14,1","31,8","12,2","0,96","0,00","2,61","88,8","2,48","3,01","6,31","0,06","19,5","2,76",432,"44,6",307,345,"0,92","0,18","43,9","34,4","34,4","1,17","0,61","0,05","0,08","5,95","0,02","7,97","0,00","36,0","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0130E,C0130E,"Peixe, água salgada, atum, assado/grelhado, s/ óleo, c/ sal","Fish, saltwater, tuna, fresh, roasted/grilled, without oil, with salt",Thunnus thynnus ,Pescados e Frutos do mar,,631,149,"63,3","0,00","0,00","34,5","1,17","0,00","0,00","2,21","64,3","0,67","0,27",tr,tr,"9,92","1,46",214,"39,0",307,351,"0,54","0,11","41,5","24,6","24,6","1,23","0,24",tr,"0,05","7,19",tr,"9,64","0,00","11,8","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0129E,C0129E,"Peixe, água salgada, atum, assado/grelhado, s/ óleo, s/ sal","Fish, saltwater, tuna, fresh, roasted/grilled, without oil, unsalted",Thunnus thynnus ,Pescados e Frutos do mar,,633,149,"63,6","0,00","0,00","34,7","1,18","0,00","0,00","1,77","64,6","0,68","0,27",tr,tr,"9,86","1,46","34,8","39,2",308,353,"0,54","0,11","41,7","24,7","24,7","1,23","0,24",tr,"0,05","7,22",tr,"9,69","0,00","11,9","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0352E,C0352E,"Peixe, água salgada, atum, conserva em óleo (média sólido ou ralado)","Fish, saltwater, tuna, canned in oil (average of solid and grated)", ,Pescados e Frutos do mar,,701,167,"65,1","1,46","1,46","25,3","6,63","0,00","0,00","1,45","58,5","1,11","1,44","3,54","0,04","6,40","1,21",355,"29,0",207,274,"0,65","0,04","52,5",tr,tr,"5,41","1,89","0,15","0,03","3,11",tr,"1,91","0,00","4,34",NA,NA,,,,
